manufacturer,price,number_of_reviews,average_review_rating,sellers,cat,sub_cat,name,info,desc,reviews
1793,5.6,1.0,5.0,394,40,151,-2.7749074,-0.91227573,-2.4338925,6.2865295
23,51.77,1.0,5.0,958,17,91,3.0969303,-1.1218419,-1.0952996,-4.5402875
2203,0.99,2.0,5.0,218,13,81,-2.904193,-1.3622478,-2.133106,1.1374831
1996,4.69,15.0,4.5,1545,7,138,2.7314289,5.9036207,-0.90653515,-0.48493382
1307,23.5,1.0,5.0,81,34,80,-0.48819304,5.1488132,-2.2310247,4.436659
1785,16.5,25.0,4.2,1822,32,69,4.1601553,5.702512,-1.5408908,-2.9474692
934,18.12,1.0,5.0,526,17,93,-1.0462183,-1.2864673,-0.16310151,0.25941047
978,2.49,4.0,4.0,658,12,2,-0.7481121,6.275901,-1.1317744,-3.6810708
486,44.99,11.0,4.2,1822,13,116,-2.8045774,-1.2149566,0.39250988,0.3851266
1275,10.99,19.0,4.8,1822,1,123,-0.24500145,-1.719746,-1.7584206,-3.4616685
2288,12.95,2.0,5.0,1822,40,151,-0.14679512,-1.0976877,-2.0315113,-1.7041979
180,95.8,1.0,5.0,1822,17,93,0.7665078,-1.4037738,-2.0306418,6.0027943
2039,2.99,1.0,5.0,136,9,122,2.7380414,6.0738964,-0.3427124,2.5826566
252,3.56,4.0,5.0,1609,29,10,-1.3655891,-1.1367077,22.461107,0.7690696
804,5.99,2.0,5.0,1153,9,105,0.17270952,-0.990342,-0.2734924,-2.652277
2305,0.99,1.0,5.0,1822,0,29,4.599351,-1.4686171,-2.452285,2.69172
1488,7.82,2.0,5.0,621,17,93,-1.8979266,-1.3441807,-1.9344877,0.09518562
1459,12.07,2.0,5.0,779,13,81,-2.9378579,-1.4747312,-2.368718,-3.2822902
1014,7.2,28.0,4.4,483,14,145,-6.626891,-1.2229576,-2.399576,-0.90395993
2237,6.99,1.0,5.0,81,12,36,2.429979,-1.1648619,-1.7716429,1.4724314
987,61.49,23.0,4.4,1548,34,14,7.757385,-1.4443291,-1.6594856,-2.702054
2013,26.99,99.0,4.7,1822,34,80,0.59812105,-1.7801156,-1.5737157,-4.074305
1045,13.99,2.0,5.0,690,40,151,-4.425611,-1.3689741,-1.4702135,2.2254353
544,2.63,2.0,4.0,979,5,49,5.418498,-1.2832025,-1.2535703,-2.527185
1718,31.53,22.0,4.9,1822,13,48,-4.696522,-1.316717,-2.2440624,-1.198335
290,5.99,3.0,4.3,81,7,138,-2.0499418,-1.6679353,-1.3366274,-0.28215438
1714,64.57,83.0,4.7,1822,17,121,-2.12248,-1.2724332,-1.4300095,-4.6158247
1766,2.45,1.0,5.0,444,29,43,8.60739,-0.83623934,-0.34289744,7.1900144
991,26.33,1.0,5.0,588,17,91,1.8825368,-1.4958289,-1.6702039,-5.8743095
160,17.99,1.0,5.0,307,12,37,3.5141962,6.0208044,-4.0924296,4.6331935
1800,59.99,1.0,5.0,1822,7,140,-0.23815797,6.1149783,-1.6810714,5.430056
1623,11.05,4.0,4.8,1822,5,108,-0.36389574,-1.5261351,-1.3872517,-1.1973636
1533,7.66,4.0,5.0,732,13,103,-3.4851081,-1.2419868,-1.0241162,1.5809327
1476,2.49,2.0,5.0,1822,12,2,-2.8695598,-0.65104485,-1.7706885,4.1072006
180,149.92,1.0,5.0,922,17,93,-1.0176558,-1.0028939,-0.04863419,3.2152147
1821,90.0,2.0,4.0,1822,17,33,-7.0464334,-1.0448489,-2.8497908,-0.4415135
1575,2.95,2.0,5.0,526,17,93,-0.82210743,-1.2274678,-0.2630879,-1.3655071
219,24.99,1.0,4.0,1782,13,116,4.029315,-0.90149444,-1.5964286,4.2567635
2094,13.99,13.0,4.9,81,17,142,3.3949294,-0.7588175,-1.24344,1.4163313
635,2.08,1.0,4.0,421,29,43,5.4698706,-0.6359531,3.1495216,-1.5058063
2170,17.99,1.0,5.0,900,7,140,0.4446272,-1.4785243,-1.7859982,2.6213672
840,1.78,17.0,4.6,1822,25,68,1.161345,-1.0482333,-0.24452366,-1.0790713
1249,85.84,145.0,4.2,865,13,116,-2.325407,-0.87588537,-1.9757538,-5.1444454
1856,5.95,10.0,4.0,1275,29,10,3.4158075,5.654976,-0.71891904,-0.11743203
2238,6.95,1.0,5.0,1772,40,151,-1.5096169,-1.1552966,1.1803573,4.777856
987,379.89,11.0,4.8,1548,34,14,4.8240843,-1.4384655,-1.7782174,-4.6394014
437,24.98,1.0,4.0,843,7,140,2.3215017,-1.0464319,-2.3762193,-4.8409014
968,2.1,4.0,5.0,979,29,43,-0.689964,-0.9587704,22.461107,2.2274356
774,7.75,76.0,4.8,1478,14,46,-2.9470315,-1.5180565,-2.2188447,-4.1201634
554,9.75,1.0,5.0,743,9,122,3.2070286,-0.6762944,-1.6868082,-0.39885986
1533,16.8,129.0,4.9,826,40,151,-1.1677219,-1.2127608,-2.1041262,-4.354463
934,79.95,53.0,4.6,727,17,93,-5.948473,-1.9136933,-1.9881481,-5.4872174
1444,9.85,5.0,5.0,514,13,1,3.4658186,-1.2383765,-0.7252655,3.8794677
1274,4.97,1.0,5.0,1822,0,29,4.9617505,-1.5812278,22.461107,5.5310245
697,37.34,1.0,5.0,81,32,69,-4.404936,-1.4344732,-1.4544066,1.8200691
437,10.94,1.0,5.0,325,7,140,-5.311586,-1.1536541,-0.67743134,-0.08444219
1249,73.69,1.0,5.0,1219,13,116,1.8602065,-1.430026,-2.4771304,-3.6027465
193,7.95,1.0,5.0,1603,13,127,1.9836428,-1.1842815,22.461107,-1.782603
7,3.99,13.0,4.3,1820,1,132,-1.6894276,-1.1562525,-1.9552468,-0.2574075
1249,14.61,4.0,4.8,79,7,138,-2.6370754,-1.327233,-1.4304473,0.5659984
86,1.99,1.0,5.0,1035,29,43,-1.9097953,-0.8399562,-1.1721247,2.8607678
2304,0.99,1.0,4.0,1683,0,29,1.7691857,-1.6068609,-2.452285,-2.2217977
1433,7.25,1.0,5.0,1822,7,140,-2.5137131,-1.3676592,-2.2016282,3.3577378
1459,43.3,2.0,4.5,81,13,103,-3.507001,-1.5730869,-2.1757212,1.5308514
869,12.72,381.0,4.7,81,0,29,5.1166263,-1.5728718,-2.3034785,-4.870228
1781,14.4,2.0,4.5,1509,12,37,-0.21163471,-1.1308615,-1.6998205,-3.1082587
301,33.8,47.0,4.2,1822,7,140,0.10424354,-1.7252653,-0.9369374,-2.728182
1358,2.5,1.0,5.0,1822,9,51,-7.3810697,-1.4450234,-1.8840649,-0.8722082
205,7.99,3.0,5.0,81,0,29,-2.2720377,-1.4308347,-1.3214401,4.0544314
867,14.91,1.0,5.0,497,13,116,-0.32354042,-1.3756685,-2.0562325,4.3797736
2270,7.99,2.0,5.0,41,7,140,7.3035374,6.1900983,-1.5258576,0.2603265
149,2.24,5.0,4.0,981,12,2,1.3545656,-0.85681826,-1.8728775,-1.965046
360,8.99,1.0,5.0,1058,5,49,1.3475572,-0.77970374,-3.003793,1.3771596
1458,1.65,4.0,4.3,81,0,97,-3.330575,5.754584,-1.9986253,-1.1708289
1128,9.49,1.0,4.0,176,14,22,-1.8227996,-0.9787822,-0.7867158,5.7907357
544,34.99,1.0,5.0,1770,5,49,-0.40182874,-1.115558,-2.3735676,-4.090037
1118,121.06,1.0,5.0,698,40,151,-0.02070875,-1.5402738,-1.7581184,-3.5607123
887,10.75,3.0,5.0,1822,5,128,0.0761807,-1.2600007,-2.2061303,2.856671
388,5.64,1.0,5.0,1822,14,46,3.8455098,-1.6050026,-2.3357298,-4.6336994
1358,3.84,2.0,4.0,1822,9,51,-1.9754754,-1.3757186,-1.9481952,1.7265724
2034,3.54,14.0,4.4,1822,5,137,-3.8174658,5.7730627,-2.0097356,-3.8238618
474,3.92,2.0,5.0,1050,21,75,-2.5969534,-1.4287485,-1.4474639,3.8149157
1998,29.5,1.0,5.0,1822,9,122,1.1777656,-1.2495962,-1.6169677,-1.2744411
1917,13.99,1.0,5.0,1419,31,118,-0.32567695,-1.0502833,-1.0855925,-1.1788737
2094,33.55,1.0,4.0,824,17,142,4.9546905,5.9811325,22.461107,3.5715704
612,13.99,7.0,4.4,206,14,52,2.8058262,6.022455,-1.9822594,-0.081195146
1232,10.95,10.0,4.1,81,13,116,-1.2441869,-1.3948224,-1.7537863,-3.0760028
865,4.99,3.0,4.3,172,5,49,-2.2252162,-1.0646335,-2.2672527,1.4410468
1459,16.03,1.0,5.0,212,13,116,-0.7302808,5.6232347,-3.0488896,-1.3710501
1118,13.95,1.0,5.0,1439,40,151,5.3298388,-1.4842645,22.461107,-0.288363
1533,17.94,76.0,4.7,563,40,151,1.9434083,-1.8313063,-2.6909978,-2.8751667
290,7.49,10.0,4.8,81,7,138,0.35850415,-1.8512671,-1.9318523,-0.5616224
1142,16.99,13.0,4.7,33,5,133,0.87050974,-1.3420881,-1.9689897,-3.0708272
2042,3.3,1.0,5.0,1822,7,138,-0.30121002,-0.8716676,-0.8594698,4.4823165
1696,94.9,1.0,5.0,1229,17,121,4.031382,-1.28238,-1.3430758,-2.7444296
376,21.99,1.0,5.0,1503,13,116,-0.2836844,-0.9647547,-1.4855409,-0.66661555
1270,9.99,2.0,5.0,1822,40,151,-3.0111692,-1.2839094,-1.7949888,3.1843593
2360,9.79,2.0,5.0,243,17,142,4.02679,5.700095,22.461107,3.6391747
2135,10.22,1.0,5.0,81,14,46,6.604326,5.6553655,-1.8541775,1.9620137
1300,9.99,20.0,4.0,81,13,116,4.148812,-1.1018271,-1.9446014,-2.2737014
869,5.95,18.0,4.8,1053,0,29,6.1218386,-1.3998681,-1.5882465,-2.8963308
437,35.0,1.0,5.0,1822,7,140,-0.47396624,5.980528,-0.7125873,-1.4842297
671,16.99,1.0,5.0,408,32,69,-5.550837,-1.5331699,-1.706291,-3.2892148
2300,15.99,3.0,5.0,41,7,140,3.582142,6.2580285,-1.325199,0.73958725
887,15.99,13.0,4.7,531,5,72,-3.433974,-1.3924088,-1.7509891,0.40089762
495,13.69,19.0,4.2,502,32,69,-4.621315,5.9276195,22.461107,-2.9622817
2105,1.73,1.0,5.0,1822,29,43,0.43362638,-1.4722885,-1.747189,1.9383527
1718,24.29,10.0,4.2,1822,13,48,3.0371215,-1.2808737,-2.0733376,-4.15577
1150,14.91,29.0,4.8,1094,0,35,-0.1792236,5.660772,-2.1995904,-4.0313425
2031,3.25,1.0,4.0,872,9,51,-5.805575,-0.9091484,22.461107,-2.4099526
544,39.99,1.0,5.0,1075,5,49,-2.696463,-1.3941679,-1.4535719,-2.164114
194,2.5,1.0,5.0,1822,34,14,-0.049730852,5.7479362,-3.3244188,-4.9994597
1049,3.0,1.0,5.0,722,12,2,-3.459942,6.132436,-1.5285128,-0.048134852
1746,13.36,2.0,4.5,1822,14,46,2.675519,-1.8862207,-2.1383276,0.46680665
84,2.24,1.0,5.0,248,12,37,0.83181095,-0.8794044,-0.87008137,4.76564
1986,1.89,23.0,4.9,554,29,10,1.3658427,-1.3799527,-2.0679312,0.07395488
562,5.97,1.0,4.0,395,13,116,-1.9518523,-1.0670753,4.4034147,-0.0289557
1227,10.99,1.0,4.0,801,9,122,-2.848849,-0.8499471,-1.468527,-3.8831568
1538,5.99,8.0,4.3,206,14,46,1.4580528,-0.93281734,-1.925824,0.97238255
1227,7.48,3.0,4.3,1392,9,122,-5.544989,5.6781487,-1.5503767,-2.435789
515,6.99,1.0,5.0,328,17,142,1.3934298,-0.8926168,-2.32485,6.4930353
1459,6.81,3.0,5.0,1793,13,103,-2.7062433,-1.2573292,-0.97332364,0.7566514
2362,4.99,1.0,5.0,1510,17,142,0.1908,-1.1200451,-1.6954737,6.0832586
576,7.6,36.0,4.5,715,14,46,3.4409318,-0.97722805,-1.3953316,-2.0678115
290,54.99,3.0,5.0,1812,7,138,-2.912818,-1.5156512,-0.96770114,-3.4786253
187,29.99,1.0,5.0,679,17,33,4.083704,-1.1835731,22.461107,4.297041
1339,5.99,27.0,4.9,81,7,140,-8.384093,-1.2577273,-0.8532207,-2.0921588
1215,6.99,2.0,4.5,1611,17,142,3.3105984,-1.1403469,-1.385278,1.7507563
1277,2.99,1.0,5.0,872,9,51,-3.3654563,-1.017548,22.461107,1.9070817
2329,0.99,1.0,5.0,1030,29,43,0.61985,-1.0705732,4.509601,5.4672303
1362,15.22,1.0,5.0,1104,17,33,-0.9460887,-1.0987221,0.6765701,-1.6054721
197,39.95,1.0,4.0,1304,40,151,-0.76483166,5.5675044,-1.1850518,-0.7191004
1779,4.99,5.0,4.4,636,40,151,-2.380039,-0.7466618,-1.7741815,-2.8240018
986,10.99,2.0,4.5,312,0,29,-6.6189885,-1.2211819,-1.5831409,5.1212935
84,16.49,2.0,5.0,1822,29,43,2.856184,-1.1761016,-1.6058657,-1.2617965
1841,4.68,1.0,5.0,412,40,151,1.3496286,-0.98656094,-1.828517,-3.8412156
1698,4.96,1.0,5.0,618,9,51,1.8408706,-0.8422489,-2.1881976,5.970377
1249,11.11,5.0,4.8,1822,14,22,-1.5801584,-1.6661929,-2.1354923,-2.594854
1118,45.53,3.0,5.0,671,13,1,-0.8400991,-1.0470606,-1.3869905,-0.14977361
170,16.99,3.0,4.7,1822,17,110,2.4641535,0.014375766,-1.4148557,-1.3439327
194,19.67,26.0,4.3,1424,5,49,-6.839937,-1.710095,-1.5290492,-2.4792285
1275,9.99,12.0,4.8,1280,34,14,-4.4806004,5.320623,-1.3028595,-3.2245195
1118,51.12,66.0,4.7,737,40,151,6.2425923,-0.89930904,-2.1224794,-2.834841
112,74.99,1.0,5.0,1425,34,14,-7.567405,-1.7837396,-1.8143535,-2.1274815
231,4.99,12.0,4.8,945,14,22,-0.6768856,-0.8161918,-2.4319596,-3.6645212
1996,42.95,23.0,4.7,1822,7,138,-2.6499367,5.8761797,-1.8239857,-3.12375
1203,49.5,1.0,5.0,322,12,37,4.107345,-0.9716087,-0.99327815,6.5729756
721,10.99,1.0,5.0,1822,13,1,3.083964,-1.4050344,-2.4020166,5.6345725
1249,3.35,1.0,4.0,1362,14,41,-3.6177068,5.685247,22.461107,-0.72917074
1642,12.4,1.0,5.0,226,7,140,-1.1099914,-1.6849269,-2.1525042,-3.7310839
1362,44.99,1.0,4.0,534,13,116,0.48186782,-1.1271993,22.461107,-6.1148753
1974,29.99,71.0,4.7,1081,32,69,0.29906556,-1.6112932,-2.2682827,-3.5888698
854,13.07,1.0,5.0,1822,17,110,0.23379771,-0.997586,-1.5354502,4.983126
2001,4.09,1.0,5.0,81,17,110,-2.108801,-2.0913136,-0.52768445,-3.8275645
2304,1.0,1.0,5.0,1822,0,29,5.605554,5.6678705,-2.452285,3.4378278
934,41.67,1.0,5.0,526,17,93,0.701618,-1.0448713,-1.4462745,2.120112
2213,4.92,1.0,5.0,1822,0,97,-1.5421692,-1.4424399,-1.9398613,4.218949
388,7.79,3.0,4.7,1822,14,46,5.705979,-1.4722389,-2.3357298,-4.5070124
575,6.99,1.0,5.0,1822,7,140,4.34241,5.562338,-0.92786,-0.9769735
531,126.95,0.0,0.0,699,40,151,-2.8194122,-1.327801,-1.1713647,-5.9809194
1465,1.55,64.0,4.7,1822,29,73,4.1669264,-0.90290314,-2.269511,-1.7901243
1912,14.21,1.0,5.0,1822,17,91,2.0912156,-1.5889913,-0.6176958,4.014094
1787,21.99,1.0,5.0,1224,12,37,2.548485,-0.565857,-2.0161047,2.6074982
500,14.99,1.0,4.0,1669,9,122,-0.49150053,-0.9313309,-2.2494245,-3.6777644
1927,33.12,1.0,5.0,1237,40,151,-3.2763348,-0.88582873,0.28232944,0.3879727
65,23.18,2.0,5.0,304,0,29,-0.84257126,-1.1915902,-1.221773,-1.1522721
1446,8.49,2.0,5.0,1822,13,116,1.1937611,-1.3085132,-1.7841271,3.2350118
499,1.68,8.0,4.1,49,5,49,0.049922507,-1.0086826,-2.2928696,1.6524282
1946,10.99,1.0,5.0,1331,12,2,-5.1412845,-0.83969533,-1.3170999,1.0569735
675,21.99,3.0,5.0,1822,12,37,-2.5564337,-0.8792951,-1.5587318,-0.93135387
26,10.22,2.0,5.0,81,21,0,0.36403552,-1.4401538,-1.809949,-0.6625536
515,9.95,1.0,5.0,243,14,22,1.5693789,-0.97781235,-2.32485,6.3953905
1698,12.97,1.0,5.0,618,9,51,-1.6272305,-0.8127082,0.17587553,5.493499
424,17.99,9.0,4.6,801,0,35,-1.0499061,-1.0227559,-2.6586592,0.37498862
795,1.99,1.0,5.0,1315,12,2,8.239723,-0.8769978,-1.56598,4.180468
1143,19.6,3.0,5.0,844,14,56,-3.0715213,-1.6329919,-2.5987203,1.0680069
2094,16.95,3.0,5.0,580,17,142,2.2168784,-1.1368116,-2.5825684,1.1610407
2105,2.66,2.0,5.0,1822,25,68,-6.5867405,-1.2584423,-1.2814889,4.039684
1249,16.99,19.0,4.5,523,5,49,-2.491739,-1.5431097,-3.1234736,-2.7631338
244,4.99,1.0,5.0,917,17,142,2.3740447,-1.2823404,-1.8778363,-1.5852746
1873,17.99,1.0,5.0,621,17,110,0.9242726,6.067112,-1.343903,-4.677791
1061,29.17,2.0,5.0,352,13,116,-0.28192204,-0.91920716,1.0513438,-0.5651603
544,10.99,3.0,4.3,1404,5,49,-0.42742142,5.921339,-2.5269437,-0.88397765
1575,21.37,1.0,5.0,70,17,93,3.636894,-1.0987066,0.642546,-3.7559214
1894,11.94,1.0,4.0,632,40,151,-1.9151267,-0.99653435,-1.2858279,-3.4764645
1912,18.04,3.0,4.7,1297,17,91,0.14624412,-0.97762305,-1.4434527,-3.5982084
1092,3.99,17.0,4.8,745,0,97,2.798557,-1.3150908,22.461107,-1.901465
952,21.99,14.0,4.4,639,5,49,2.4734302,-1.329937,-2.4791248,-2.507639
2167,13.48,1.0,4.0,1117,9,122,-6.816331,5.6864147,-1.5868101,-2.0296638
2295,5.98,91.0,4.4,1662,34,80,1.2345401,-0.8944706,-1.69069,-4.3970685
711,22.51,3.0,5.0,862,14,46,4.2922196,-0.8868749,-1.9728512,1.562263
41,215.0,1.0,5.0,1614,7,140,0.030239405,-1.7219898,-1.8276947,-4.7055607
1427,6.99,690.0,4.8,1282,14,56,-1.6550206,-1.4173304,-2.1807485,-4.6581078
1885,2.95,2.0,4.5,1258,0,97,1.4073057,-1.0965728,-1.8971692,2.6969872
887,230.11,2.0,5.0,1822,5,128,-6.743771,-1.297268,-1.3969008,-0.21544005
437,11.99,1.0,5.0,769,7,140,7.9736056,-0.9130357,-0.7392651,5.280011
2199,21.57,2.0,4.5,825,14,22,-4.0581927,-1.4415303,-2.0442924,4.8440685
15,25.99,3.0,5.0,522,17,33,-4.5453463,-0.8441785,-2.063629,-0.12375222
1432,4.99,1.0,5.0,41,7,140,6.0831356,-0.75922096,-0.9479231,4.7704873
1548,47.87,1.0,5.0,1822,17,142,1.6952909,-1.582734,22.461107,3.5256658
847,16.5,7.0,4.7,308,17,110,0.3902343,-0.6432778,0.574188,-1.0124938
1248,6.89,1.0,5.0,602,40,151,-5.4662404,-0.75957155,-0.4644225,-2.4366593
1368,7.79,15.0,4.9,1822,0,97,1.0518858,5.4689975,-2.3157613,-3.0123477
1474,1.44,8.0,5.0,1822,29,10,3.975286,-1.1080111,-2.677772,1.1111128
706,31.99,3.0,5.0,1595,13,116,0.7874171,-1.3735161,-1.9306668,-1.9624184
1379,19.99,1.0,5.0,1822,7,140,0.82556576,-0.89611197,-1.2959228,7.3026505
380,5.48,28.0,4.5,118,21,75,-3.0532453,-1.0926014,-2.2457263,-5.022653
1432,26.99,1.0,5.0,1822,7,140,4.5264587,-0.9305528,-0.6477263,1.6248381
1959,12.95,1.0,5.0,81,13,116,-0.7935523,-1.3678178,-2.4422338,2.9863634
2232,9.85,4.0,4.0,1822,17,110,5.0102906,-0.26611954,-1.2318574,-1.8687351
76,19.49,1.0,5.0,1451,7,140,-1.5336473,-0.91782355,-1.8835417,4.62829
869,14.99,4.0,5.0,870,0,29,-2.1890762,-1.449636,-2.4415445,0.3245325
1818,44.99,1.0,5.0,173,12,37,3.7113063,-1.022038,-2.398892,7.1913376
1076,9.95,5.0,5.0,1305,40,151,0.6956619,-0.7717983,-0.02170693,1.9169469
1912,26.85,2.0,4.5,1673,17,91,3.1069272,-1.3750896,22.461107,-4.788109
2335,1.97,9.0,4.0,867,29,43,2.9727845,-0.87683254,-2.387757,-1.4869797
1622,11.0,1.0,5.0,1822,17,93,7.2721977,-1.2696074,0.48507938,6.739191
290,11.99,36.0,4.4,1822,7,138,1.3897249,5.764623,-2.3020403,-3.4054127
1114,22.89,0.0,0.0,81,40,151,-2.8067534,-1.420352,-1.206788,-5.9809194
816,5.35,2.0,4.5,1822,14,22,9.462561,-1.0271086,22.461107,1.6663747
838,7.99,1.0,4.0,1468,17,142,-2.6342082,-0.8125447,22.461107,-4.752855
13,34.99,1.0,4.0,160,7,140,2.1046474,-1.2311809,-1.1586461,-2.498497
1737,7.55,24.0,4.1,11,14,56,6.8385386,-1.0902447,-1.7243532,-3.4243402
1043,1.29,4.0,5.0,1822,0,29,4.8617334,-1.3415804,-1.9594615,4.162036
1449,24.04,6.0,4.7,1822,40,151,4.4380536,-1.1290874,-1.1420224,-2.1460922
230,23.27,3.0,5.0,1269,13,127,-2.5449705,-1.1162719,-2.0105298,0.47606418
2308,1.95,7.0,4.7,436,0,29,6.5700154,-1.5335481,-2.452285,3.278795
527,2.5,1.0,5.0,1822,14,46,5.8120546,-1.1496319,-2.0704272,3.760043
2111,23.97,2.0,5.0,548,40,151,0.15831259,-1.1871328,-2.092632,-0.4355299
1432,14.99,3.0,5.0,535,7,140,3.627331,-0.7404281,-0.6794517,4.459932
748,11.69,13.0,5.0,1736,14,46,2.0497913,-1.5510488,-2.2175705,-4.55436
936,175.99,4.0,4.8,1822,17,33,0.5768693,-1.5573416,-1.6813371,-1.5318611
1488,1.85,1.0,5.0,526,17,93,-0.33927745,-1.2712201,-1.4235609,6.6653643
736,153.91,1.0,5.0,862,21,21,4.6275597,5.221836,-2.503013,2.3360999
62,16.76,8.0,4.8,1822,7,140,-0.95850384,-1.6941538,-2.3445196,-2.427766
2096,2.79,4.0,4.8,1822,17,142,3.3640773,-1.0787016,-1.1881464,3.296477
1699,7.21,1.0,5.0,1793,13,38,-1.6561,-1.34694,-2.6091032,6.8266144
358,33.99,1.0,5.0,1822,17,121,-0.48018494,-1.6615009,-0.4873434,5.979059
498,10.99,1.0,5.0,1822,17,110,-0.80431145,-2.1028602,-1.6018422,-1.9709402
2240,19.69,1.0,5.0,1822,14,22,-0.9354876,-1.9071342,-2.0843182,-5.206954
1642,13.3,5.0,4.6,1403,7,140,-3.894149,-1.5932866,-2.2789326,0.21693082
40,8.99,1.0,5.0,1667,14,52,-6.284295,-1.1461288,22.461107,1.521561
2158,19.0,10.0,4.8,1437,14,22,-3.3582048,-0.75184363,-1.3037516,-2.7922196
1974,10.25,7.0,4.7,1081,32,69,-1.9878367,-1.4862797,-2.0599499,-3.2880745
1029,8.0,4.0,5.0,1520,1,107,4.376414,-1.0598912,-2.476511,-3.9918747
1337,6.99,34.0,4.7,1720,0,8,-4.917784,-0.97027963,-1.595033,-2.7847667
14,79.99,3.0,4.3,1516,14,52,7.181456,-1.1443022,-0.25619647,-2.9510674
1892,7.28,5.0,4.8,483,40,151,1.1621732,5.841561,-1.9841156,3.592606
621,10.35,1.0,5.0,1822,31,118,1.774504,-1.428103,-1.9498454,-2.7277288
1433,22.68,1.0,5.0,1822,7,140,-4.9759946,6.2348723,-2.6119611,7.4822326
1623,13.0,1.0,5.0,1822,5,108,-0.73562294,5.430376,-1.9424365,-0.053470667
1118,374.96,8.0,4.9,1303,5,71,0.85419255,-2.0884879,-2.28692,-5.039049
21,12.99,3.0,5.0,307,12,2,1.6686548,-1.2985301,-4.0924296,1.1444757
1863,16.99,12.0,4.8,924,9,51,-2.2453709,-2.0273125,-2.3536499,0.26500252
1243,1.89,3.0,4.7,469,17,142,-0.094500236,-0.8871154,-0.625123,4.515807
2199,6.94,1.0,5.0,1546,14,22,0.85816294,-1.111066,0.6477345,-3.9523292
1567,9.75,1.0,5.0,811,9,122,-6.7969246,6.1274595,-1.808982,3.844373
1808,89.99,1.0,5.0,1353,34,80,-5.5422354,-1.2036983,-1.2784821,-4.8865023
2031,3.99,1.0,5.0,872,9,51,-2.6663191,-0.8916326,22.461107,0.9649242
666,3.7,2.0,5.0,453,5,128,4.95148,-1.1998345,-1.9286896,-0.3011791
1949,6.65,1.0,5.0,366,9,51,-3.604199,-1.0041556,-1.0683197,4.516881
1495,2.2,2.0,5.0,1822,29,43,2.3458617,-0.5995405,-0.48322436,1.6957062
1548,17.26,1.0,5.0,523,17,142,1.3474282,-1.4761649,-2.3102639,3.4731781
798,13.55,1.0,5.0,1391,34,42,-3.3346584,-1.5766867,-1.9867451,-0.9738116
300,9.1,12.0,4.2,1327,34,80,-6.0802174,-1.2183328,-2.227705,-1.8883417
1459,7.05,4.0,4.8,212,13,103,-0.222587,-1.5327405,-0.87454224,-2.6688843
868,1.59,28.0,4.1,1822,14,52,3.5215049,-1.0289942,-0.15829864,-2.9160259
2010,12.49,1.0,4.0,537,7,140,1.1037829,5.5932965,-1.8777908,0.5497126
1187,11.52,1.0,5.0,81,9,51,-3.5258193,-1.2221256,-2.9758825,3.6952972
428,10.98,2.0,5.0,917,0,28,-7.4969096,-1.1322616,-2.488141,-0.73471236
2095,2.99,4.0,5.0,1822,17,142,1.7833817,-0.9812149,-1.4743531,4.325221
1082,3.19,6.0,4.8,1516,14,25,5.6535807,-1.0754242,-2.4996645,-2.5080423
2057,13.47,1.0,5.0,1822,5,72,-1.9730387,-1.4236481,-1.5477087,-1.8253312
1533,10.63,12.0,4.8,1514,13,103,-1.7440499,-1.4551408,-0.28161055,1.0414958
1049,3.5,16.0,4.9,722,12,2,-3.609079,-1.0912485,-1.5927262,-2.9274926
886,107.65,2.0,4.5,824,5,71,-8.330444,-1.0688365,-1.544573,-1.3034023
444,4.99,3.0,4.3,81,0,8,0.9399702,-1.3402699,-1.343689,1.398655
388,11.01,5.0,5.0,1822,14,46,0.31174538,-1.477481,-3.0897765,-3.5264282
1934,10.98,13.0,4.6,844,14,46,3.2384992,-1.4348892,-2.4815233,-1.1063784
1312,4.99,1.0,4.0,81,32,69,-5.427405,-1.2580668,-1.5971661,-1.0740664
1432,4.15,1.0,5.0,1822,7,140,7.169403,-0.88441485,-0.8679341,-2.1731143
656,7.99,5.0,5.0,197,5,128,-3.5332658,-1.1387268,-2.2668197,-1.5304956
1296,17.99,1.0,5.0,57,40,151,-0.48465976,-0.8035584,-1.3841642,5.6214404
1166,29.99,16.0,4.3,968,9,122,0.44522455,-1.1445503,-1.5826764,-1.9661255
867,15.99,4.0,4.8,968,13,116,-5.509781,-1.5505334,-2.2060363,-4.395525
1533,14.64,8.0,4.8,594,13,116,0.1654186,-1.8561333,-1.4702663,-2.1512928
1495,9.97,11.0,4.6,966,13,116,0.67346144,-1.614852,-1.8774394,2.7784772
2053,8.0,1.0,5.0,526,17,93,-0.25242072,-1.3866756,-0.04863419,1.2225158
2286,5.99,7.0,5.0,1822,29,10,1.7576452,-1.1056982,-1.6571922,1.4800364
1249,19.99,1.0,5.0,680,5,49,-0.1012352,-1.3439711,-2.070039,-0.26964197
656,12.92,3.0,5.0,1518,5,128,-2.119062,-1.1049279,-2.2829869,-2.0130541
528,4.3,1.0,4.0,693,14,46,4.4159126,5.9932294,-1.2714529,1.3553882
437,14.99,6.0,5.0,1822,17,93,-0.5549623,-1.1783434,-2.3513494,-3.293862
991,7.07,1.0,5.0,900,13,81,2.782725,-1.4352641,-1.877433,-4.09024
1459,7.29,4.0,5.0,81,13,60,-1.9640803,-1.4465321,-0.15778291,-0.27313182
1223,19.99,3.0,4.3,837,7,140,1.835235,-1.1095912,-2.4008555,-0.45486546
